MolName	MolTotalCounts	MolRequestedCounts
ACETYLGLUTKIN-CPLX[c]	187	0
ACETYLORNDEACET-CPLX[c]	271	0
ACETYLORNTRANSAM-CPLX[c]	200	0
ACNEULY-CPLX[c]	22	0
ACS-MONOMER[c]	253	0
ACSERLYA-CPLX[c]	6596	0
ACSERLYB-CPLX[c]	430	0
ACYLCOADEHYDROG-MONOMER[i]	16	0
ACYLCOASYN-CPLX[i]	0	0
ADCLY-CPLX[c]	0	0
ADENODEAMIN-MONOMER[c]	226	0
ADENPRIBOSYLTRAN-CPLX[c]	967	0
ADENYL-KIN-MONOMER[c]	5922	0
ADENYLATECYC-MONOMER[c]	3	0
ADENYLOSUCCINATE-SYN-DIMER[c]	2034	0
ADENYLYLSULFKIN-CPLX[c]	145	0
ADHC-CPLX[c]	155	0
ADHE-CPLX[c]	100	0
AERGLYC3PDEHYDROG-CPLX[i]	2477	0
AGMATIN-CPLX[c]	242	0
AICARTRANSIMPCYCLO-CPLX[c]	1242	0
AIRS-CPLX[c]	755	0
AKBLIG-CPLX[c]	29	0
ALAS-CPLX[c]	683	0
ALD-CPLX[c]	201	0
ALDHDEHYDROG-MONOMER[c]	79	0
ALDOSE1EPIM-MONOMER[c]	722	0
ALKAPHOSPHA-CPLX[p]	20	0
ALTRO-OXIDOREDUCT-MONOMER[c]	13	0
ALTRODEHYDRAT-MONOMER[c]	47	0
AMP-NUCLEOSID-CPLX[c]	215	0
AMYLOMALT-MONOMER[c]	51	0
ANGLYC3PDEHYDROG-CPLX[i]	81	0
ANSA-CPLX[c]	102	0
ANSB-CPLX[c]	4	0
ANSP-MONOMER[i]	17	0
ANTHRANSYN-CPLX[c]	263	0
ANTHRANSYNCOMPII-MONOMER[c]	1	0
APHA-CPLX[p]	15	0
APP-UBIOX-CPLX[i]	7	0
ARABISOM-CPLX[c]	1	0
ARAE-MONOMER[i]	4	0
ARGDECARBOXDEG-CPLX[c]	0	0
ARGS-MONOMER[c]	700	0
ARGSUCCINLYA-MONOMER[c]	643	0
ARGSUCCTRAN-MONOMER[c]	12	0
AROA-MONOMER[c]	1671	0
AROB-MONOMER[c]	84	0
AROC-CPLX[c]	116	0
AROD-CPLX[c]	241	0
AROE-MONOMER[c]	61	0
AROF-CPLX[c]	817	0
AROG-CPLX[c]	1702	0
AROH-CPLX[c]	331	0
AROK-MONOMER[c]	1310	0
AROL-MONOMER[c]	514	0
AROP-MONOMER[i]	840	0
ASNS-CPLX[c]	1597	0
ASNSYNA-CPLX[c]	114	0
ASNSYNB-CPLX[c]	417	0
ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX[c]	3215	0
ASPAMINOTRANS-DIMER[c]	3479	0
ASPARTASE-CPLX[c]	20	0
ASPCARBTRANS-CPLX[c]	1633	0
ASPKINIHOMOSERDEHYDROGI-CPLX[c]	592	0
ASPKINIIHOMOSERDEHYDROGII-CPLX[c]	103	0
ASPKINIII-CPLX[c]	463	0
ASPS-CPLX[c]	536	0
ATPASE-1-CPLX[i]	0	0
ATPSYN-CPLX[i]	593	0
B0070-MONOMER[i]	8	0
B0709-MONOMER[i]	15	0
B0752-MONOMER[i]	131	0
B1006-MONOMER[i]	21	0
B1296-MONOMER[i]	46	0
B1634-MONOMER[i]	31	0
B2170-MONOMER[i]	7	0
B2975-MONOMER[i]	20	0
B4141-MONOMER[i]	26	0
BADH-CPLX[c]	20	0
BETAGALACTOSID-CPLX[c]	0	0
BETT-MONOMER[i]	16	0
BIOTIN-CARBOXYL-CPLX[c]	599	0
BIOTIN-SYN-CPLX[c]	423	0
BIOTINLIG-MONOMER[c]	60	0
BRANCHED-CHAINAMINOTRANSFER-CPLX[c]	209	0
BRNQ-MONOMER[i]	95	0
BTUE-MONOMER[c]	191	0
CADB-MONOMER[i]	0	0
CARBODEHYDRAT-CPLX[c]	8	0
CARBPSYN-CPLX[c]	821	0
CARDIOLIPSYN-MONOMER[i]	89	0
CDPDIGLYPYPHOSPHA-MONOMER[i]	67	0
CDPDIGLYSYN-MONOMER[i]	75	0
CHAA-MONOMER[i]	137	0
CHD-MONOMER[c]	3	0
CHER-MONOMER[c]	1047	0
CHORISMUTPREPHENDEHYDRAT-CPLX[c]	1020	0
CHORISMUTPREPHENDEHYDROG-CPLX[c]	683	0
CHORPYRLY-MONOMER[c]	101	0
CITC-MONOMER[c]	4	0
CITRATE-SI-SYNTHASE[c]	950	0
CMPKI-MONOMER[c]	92	0
CMR-MONOMER[i]	20	0
COADTRI-CPLX[c]	18	0
CORA-MONOMER[c]	85	0
CPLX-154[i]	33	0
CPLX-157[i]	1300	0
CPLX-165[i]	332	0
CPLX-171[c]	1	0
CPLX-64[c]	0	0
CPLX-722[p]	18	0
CPLX-7524[c]	14	0
CPLX-7[i]	2	0
CPLX0-1021[c]	1	0
CPLX0-1142[c]	1	0
CPLX0-1261[c]	412	0
CPLX0-1262[c]	46	0
CPLX0-1541[c]	772	0
CPLX0-1666[c]	0	0
CPLX0-1667[c]	12	0
CPLX0-1668[c]	4	0
CPLX0-1683[c]	32	0
CPLX0-1762[c]	2	0
CPLX0-1962[c]	357	0
CPLX0-2061[c]	1	0
CPLX0-2081[c]	37	0
CPLX0-2221[e]	707	0
CPLX0-224[c]	9	0
CPLX0-225[c]	2	0
CPLX0-234[c]	20	0
CPLX0-235[i]	1230	0
CPLX0-236[c]	17	0
CPLX0-237[c]	0	0
CPLX0-2381[s]	0	0
CPLX0-238[c]	626	0
CPLX0-2401[c]	0	0
CPLX0-240[c]	4	0
CPLX0-241[c]	3856	0
CPLX0-242[c]	130	0
CPLX0-243[c]	2151	0
CPLX0-246[c]	271	0
CPLX0-248[c]	973	0
CPLX0-251[c]	0	0
CPLX0-252[c]	274	0
CPLX0-253[c]	381	0
CPLX0-254[c]	3	0
CPLX0-3001[c]	866	0
CPLX0-301[i]	25	0
CPLX0-303[c]	171	0
CPLX0-3061[c]	88	0
CPLX0-3121[c]	161	0
CPLX0-3161[c]	52	0
CPLX0-3181[c]	3219	0
CPLX0-321[c]	89	0
CPLX0-322[c]	128	0
CPLX0-341[c]	18	0
CPLX0-3482[c]	2	0
CPLX0-3641[c]	7	0
CPLX0-3661[c]	79	0
CPLX0-3681[c]	246	0
CPLX0-3721[c]	240	0
CPLX0-3741[c]	22	0
CPLX0-3841[c]	15	0
CPLX0-3861[c]	0	0
CPLX0-3924[c]	1128	0
CPLX0-3929[c]	24	0
CPLX0-3936[c]	14	0
CPLX0-3941[c]	3	0
CPLX0-3943[c]	61	0
CPLX0-3948[c]	133	0
CPLX0-3949[c]	90	0
CPLX0-3950[c]	86	0
CPLX0-3952[c]	349	0
CPLX0-3954[c]	299	0
CPLX0-3970[i]	87	0
CPLX0-3971[c]	156	0
CPLX0-682[c]	22	0
CPLX0-721[c]	67	0
CPLX0-7415[i]	7	0
CPLX0-7426[c]	321	0
CPLX0-743[c]	76	0
CPLX0-7458[i]	9	0
CPLX0-7462[c]	2	0
CPLX0-7465[c]	26	0
CPLX0-7466[c]	5	0
CPLX0-7521[c]	2065	0
CPLX0-7525[c]	10	0
CPLX0-7529[s]	1	0
CPLX0-7530[e]	1	0
CPLX0-7532[i]	12	0
CPLX0-7533[e]	6056	0
CPLX0-7534[e]	19466	0
CPLX0-7536[c]	2893	0
CPLX0-7564[c]	162	0
CPLX0-7614[c]	496	0
CPLX0-7615[c]	1	0
CPLX0-7616[c]	0	0
CPLX0-761[c]	13	0
CPLX0-7622[c]	1	0
CPLX0-7625[c]	116	0
CPLX0-7629[i]	35	0
CPLX0-7630[p]	98	0
CPLX0-7631[c]	1	0
CPLX0-7632[c]	126	0
CPLX0-7633[c]	2	0
CPLX0-7641[i]	50	0
CPLX0-7642[i]	129	0
CPLX0-7643[c]	4972	0
CPLX0-7645[c]	41	0
CPLX0-7646[c]	3	0
CPLX0-7649[c]	3	0
CPLX0-7652[c]	2	0
CPLX0-7653[i]	5	0
CPLX0-7654[i]	148	0
CPLX0-7658[p]	18	0
CPLX0-7659[c]	48	0
CPLX0-7660[c]	219	0
CPLX0-7667[c]	159	0
CPLX0-7674[i]	13	0
CPLX0-7683[c]	3	0
CPLX0-7684[i]	63	0
CPLX0-7685[c]	236	0
CPLX0-7687[c]	44	0
CPLX0-7688[c]	17	0
CPLX0-7691[c]	7	0
CPLX0-7692[c]	54	0
CPLX0-7693[c]	312	0
CPLX0-7694[c]	3	0
CPLX0-7695[c]	39	0
CPLX0-7704[i]	89	0
CPLX0-7709[c]	21	0
CPLX0-7718[c]	2	0
CPLX0-7719[c]	418	0
CPLX0-7722[c]	0	0
CPLX0-7723[c]	7	0
CPLX0-7732[c]	19	0
CPLX0-7741[c]	3	0
CPLX0-7744[c]	17	0
CPLX0-7760[c]	92	0
CPLX0-7761[c]	1586	0
CPLX0-7776[c]	1	0
CPLX0-7788[c]	5	0
CPLX0-7794[c]	0	0
CPLX0-7808[c]	22	0
CPLX0-7810[c]	78	0
CPLX0-7811[c]	45	0
CPLX0-7819[i]	7	0
CPLX0-7820[c]	1	0
CPLX0-7826[c]	145	0
CPLX0-782[c]	364	0
CPLX0-7838[c]	32	0
CPLX0-7841[c]	0	0
CPLX0-7843[i]	13	0
CPLX0-7847[c]	20	0
CPLX0-7877[c]	1337	0
CPLX0-7878[c]	0	0
CPLX0-7882[c]	80	0
CPLX0-7887[c]	109	0
CPLX0-7888[c]	314	0
CPLX0-7904[c]	0	0
CPLX0-7912[c]	3	0
CPLX0-7932[c]	186	0
CPLX0-7939[i]	30	0
CPLX0-7940[c]	3	0
CPLX0-7947[c]	3	0
CPLX0-7951[c]	2	0
CPLX0-7959[c]	549	0
CPLX0-7961[i]	10	0
CPLX0-7962[c]	149	0
CPLX0-7963[i]	32	0
CPLX0-7975[i]	22	0
CPLX0-7988[i]	0	0
CPLX0-7989[c]	39	0
CPLX0-7990[c]	27	0
CPLX0-7992[s]	58	0
CPLX0-7997[c]	32	0
CPLX0-8005[c]	693	0
CPLX0-8006[c]	1855	0
CPLX0-8008[c]	66	0
CPLX0-8012[c]	13	0
CPLX0-8014[c]	153	0
CPLX0-8015[c]	40	0
CPLX0-8016[c]	299	0
CPLX0-8031[c]	127	0
CPLX0-8032[c]	2	0
CPLX0-8034[c]	110	0
CPLX0-8092[c]	19	0
CPLX0-8097[i]	14	0
CPLX0-8098[c]	6	0
CPLX0-8106[c]	88	0
CPLX0-8121[c]	81	0
CPLX0-8122[c]	75	0
CPLX0-8128[c]	82	0
CPLX0-8152[i]	158	0
CPLX0-8158[c]	19	0
CPLX0-8159[c]	7	0
CPLX0-8160[i]	211	0
CPLX0-8176[c]	64	0
CPLX0-8202[c]	40	0
CPLX0-821[c]	0	0
CPLX0-861[c]	184	0
CPLX0-901[c]	1	0
CPLXECOLI-7943[c]	64	0
CPM-KDOSYNTH-MONOMER[c]	475	0
CTPSYN-CPLX[c]	410	0
CYCA-MONOMER[i]	302	0
CYSS-MONOMER[c]	654	0
CYSSYNMULTI-CPLX[c]	37	0
CYSTATHIONINE-BETA-LYASE-CPLX[c]	162	0
CYT-D-UBIOX-CPLX[i]	219	0
CYT-O-UBIOX-CPLX[i]	824	0
CYTIDEAM-CPLX[c]	47	0
DALADALALIGA-MONOMER[c]	310	0
DALADALALIGB-CPLX[c]	90	0
DALADEHYDROG-CPLX[i]	58	0
DAPASYN-CPLX[c]	151	0
DCTA-MONOMER[i]	44	0
DCTP-DEAM-CPLX[c]	52	0
DCUA-MONOMER[i]	434	0
DCUB-MONOMER[i]	1	0
DCYSDESULF-CPLX[c]	309	0
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER[c]	10	0
DEOA-CPLX[c]	2	0
DEOD-CPLX[c]	536	0
DEOXYGLUCONOKIN-MONOMER[c]	380	0
DEOXYRIBOSE-P-ALD-MONOMER[c]	284	0
DETHIOBIOTIN-SYN-CPLX[c]	197	0
DGTPTRIPHYDRO-CPLX[c]	13	0
DHHB-METHYLTRANSFER-CPLX[i]	413	0
DIACYLGLYKIN-CPLX[i]	101	0
DIAMINOPIMDECARB-CPLX[c]	83	0
DIHYDRODIPICSYN-CPLX[c]	392	0
DIHYDROFOLATEREDUCT-MONOMER[c]	303	0
DIHYDROOROT-CPLX[c]	1429	0
DIHYDROOROTOX-MONOMER[c]	641	0
DIHYDROPICRED-CPLX[c]	188	0
DIHYDROXYACIDDEHYDRAT-CPLX[c]	130	0
DIMESULFREDUCT-CPLX[i]	4	0
DIOHBUTANONEPSYN-CPLX[i]	321	0
DLACTDEHYDROGFAD-MONOMER[c]	918	0
DMK-MONOMER[i]	72	0
DSERDEAM-MONOMER[c]	97	0
DTDPDEHYDRHAMEPIM-MONOMER[c]	0	0
DTDPDEHYRHAMREDUCT-MONOMER[c]	215	0
DTDPGLUCDEHYDRAT-CPLX[c]	349	0
DTDPGLUCDEHYDRAT2-MONOMER[c]	82	0
DTDPRHAMSYNTHMULTI-CPLX[c]	237	0
DTMPKI-MONOMER[c]	128	0
DUTP-PYROP-CPLX[c]	258	0
DXPREDISOM-CPLX[c]	42	0
E1O[c]	0	0
E1P-CPLX[c]	416	0
E2O[c]	58	0
E2P-MONOMER[c]	12	0
E3-CPLX[i]	1940	0
EG10043-MONOMER[c]	217	0
EG10048-MONOMER[c]	121	0
EG10119-MONOMER[c]	62	0
EG10122-MONOMER[c]	116	0
EG10124-MONOMER[c]	4	0
EG10246-MONOMER[e]	318	0
EG10280-MONOMER[o]	349	0
EG10299-MONOMER[c]	1223	0
EG10344-MONOMER[i]	53	0
EG10370-MONOMER[c]	423	0
EG10595-MONOMER[c]	65	0
EG10634-MONOMER[c]	593	0
EG10696-MONOMER[i]	663	0
EG10723-MONOMER[c]	11	0
EG10724-MONOMER[c]	31	0
EG10739-MONOMER[i]	27	0
EG10757-MONOMER[p]	894	0
EG10758-MONOMER[c]	7841	0
EG10950-MONOMER[p]	94	0
EG10985-MONOMER[p]	1073	0
EG11003-MONOMER[c]	10634	0
EG11035-MONOMER[o]	1735	0
EG11080-MONOMER[c]	288	0
EG11082-MONOMER[c]	76	0
EG11095-MONOMER[c]	100	0
EG11112-MONOMER[c]	31	0
EG11158-MONOMER[c]	49	0
EG11167-MONOMER[i]	153	0
EG11177-MONOMER[c]	138	0
EG11189-MONOMER[c]	65	0
EG11195-MONOMER[c]	758	0
EG11202-MONOMER[c]	277	0
EG11239-MONOMER[c]	323	0
EG11268-MONOMER[c]	484	0
EG11288-MONOMER[c]	64	0
EG11292-MONOMER[c]	39	0
EG11333-MONOMER[c]	170	0
EG11339-MONOMER[c]	82	0
EG11340-MONOMER[c]	41	0
EG11341-MONOMER[c]	77	0
EG11351-MONOMER[c]	42	0
EG11352-MONOMER[c]	26	0
EG11353-MONOMER[c]	44	0
EG11371-MONOMER[i]	5	0
EG11373-MONOMER[c]	2	0
EG11423-MONOMER[m]	67	0
EG11425-MONOMER[c]	47	0
EG11426-MONOMER[i]	25	0
EG11433-MONOMER[c]	616	0
EG11436-MONOMER[c]	62	0
EG11440-MONOMER[c]	1173	0
EG11470-MONOMER[c]	235	0
EG11512-MONOMER[i]	119	0
EG11551-MONOMER[c]	12	0
EG11591-MONOMER[c]	12	0
EG11603-MONOMER[c]	97	0
EG11639-MONOMER[i]	63	0
EG11736-MONOMER[c]	436	0
EG11758-MONOMER[c]	27	0
EG11796-MONOMER[c]	89	0
EG11817-MONOMER[c]	79	0
EG11822-MONOMER[c]	39	0
EG11826-MONOMER[i]	11	0
EG11831-MONOMER[c]	52	0
EG11848-MONOMER[c]	13	0
EG11850-MONOMER[c]	82	0
EG11902-MONOMER[i]	8	0
EG11919-MONOMER[i]	51	0
EG11939-MONOMER[i]	358	0
EG11956-MONOMER[c]	19	0
EG11957-MONOMER[c]	19	0
EG11983-MONOMER[c]	303	0
EG12033-MONOMER[c]	4	0
EG12069-MONOMER[i]	297	0
EG12115-MONOMER[c]	82	0
EG12134-MONOMER[i]	25	0
EG12210-MONOMER[c]	101	0
EG12221-MONOMER[c]	103	0
EG12237-MONOMER[c]	23	0
EG12267-MONOMER[i]	17	0
EG12285-MONOMER[c]	6	0
EG12286-MONOMER[c]	10	0
EG12287-MONOMER[c]	23	0
EG12293-MONOMER[c]	2	0
EG12298-MONOMER[p]	1005	0
EG12312-MONOMER[c]	54	0
EG12318-MONOMER[p]	319	0
EG12352-MONOMER[c]	2063	0
EG12357-MONOMER[c]	9	0
EG12384-MONOMER[c]	4	0
EG12387-MONOMER[c]	24	0
EG12394-MONOMER[c]	1069	0
EG12424-MONOMER[c]	28	0
EG12432-MONOMER[c]	6	0
EG12438-MONOMER[c]	0	0
EG12440-MONOMER[c]	435	0
EG12445-MONOMER[i]	19	0
EG12666-MONOMER[c]	16	0
EG12693-MONOMER[c]	38	0
EG12712-MONOMER[c]	4614	0
EG12713-MONOMER[i]	36	0
ENOLASE-CPLX[c]	6953	0
ENTA-CPLX[c]	194	0
ENTC-MONOMER[c]	2480	0
ENTD-MONOMER[i]	532	0
ENTE-CPLX[i]	990	0
ERYTH4PDEHYDROG-CPLX[c]	33	0
ETHAMLY-CPLX[c]	9	0
EXUT-MONOMER[i]	21	0
F16B-CPLX[c]	206	0
FABA-CPLX[c]	1768	0
FABB-CPLX[c]	850	0
FABZ-CPLX[c]	29	0
FADA-CPLX[c]	3	0
FADB-CPLX[c]	0	0
FAO-CPLX[c]	21	0
FEOB-MONOMER[i]	180	0
FGAMSYN-MONOMER[c]	681	0
FHLMULTI-CPLX[i]	1	0
FLAVONADPREDUCT-MONOMER[c]	455	0
FMNREDUCT-MONOMER[c]	285	0
FOLC-MONOMER[c]	227	0
FOLD-CPLX[c]	598	0
FOLE-CPLX[c]	742	0
FOLXTET-CPLX[c]	117	0
FORMATEDEHYDROGH-MONOMER[c]	0	0
FORMATEDEHYDROGN-CPLX[i]	0	0
FORMATEDEHYDROGO-CPLX[i]	12	0
FORMYLTHFDEFORMYL-CPLX[c]	307	0
FPPSYN-MONOMER[c]	204	0
FRUCBISALD-CLASSII[c]	4261	0
FRUCBISALD-CLASSI[c]	35	0
FUCP-MONOMER[i]	2	0
FUCULOKIN-MONOMER[c]	18	0
FUMARASE-A[c]	188	0
FUMARASE-B[c]	2	0
FUMARASE-C[c]	39	0
FUMARATE-REDUCTASE[i]	24	0
G6096-MONOMER[c]	94	0
G6141-MONOMER[c]	9	0
G6190-MONOMER[c]	212	0
G6199-MONOMER[c]	3	0
G6200-MONOMER[c]	0	0
G6208-MONOMER[c]	95	0
G6244-MONOMER[c]	24	0
G6246-MONOMER[c]	21	0
G6260-MONOMER[i]	127	0
G6269-MONOMER[c]	205	0
G6284-MONOMER[c]	119	0
G6310-MONOMER[i]	28	0
G6329-MONOMER[c]	83	0
G6358-MONOMER[c]	204	0
G6364-MONOMER[c]	391	0
G6406-MONOMER[i]	50	0
G6425-MONOMER[c]	250	0
G6437-MONOMER[p]	27	0
G6439-MONOMER[i]	87	0
G6442-MONOMER[c]	183	0
G6458-MONOMER[i]	118	0
G6468-MONOMER[c]	457	0
G6475-MONOMER[c]	631	0
G6503-MONOMER[c]	16	0
G6530-MONOMER[p]	6	0
G6539-MONOMER[c]	641	0
G6551-MONOMER[c]	2	0
G6561-MONOMER[i]	58	0
G6576-MONOMER[c]	44	0
G6580-MONOMER[c]	85	0
G6622-MONOMER[o]	591	0
G6646-MONOMER[c]	54	0
G6655-MONOMER[c]	6	0
G6661-MONOMER[c]	49	0
G6701-MONOMER[c]	131	0
G6708-MONOMER[c]	5	0
G6715-MONOMER[c]	3	0
G6716-MONOMER[m]	9	0
G6718-MONOMER[m]	29	0
G6719-MONOMER[c]	31	0
G6782-MONOMER[e]	9	0
G6798-MONOMER[c]	17	0
G6805-MONOMER[c]	43	0
G6859-MONOMER[i]	20	0
G6862-MONOMER[c]	82	0
G6886-MONOMER[p]	173	0
G6918-MONOMER[c]	9	0
G6958-MONOMER[c]	16	0
G6967-MONOMER[c]	52	0
G6969-MONOMER[c]	221	0
G6984-MONOMER[i]	14	0
G6986-MONOMER[c]	28	0
G6999-MONOMER[i]	2	0
G7005-MONOMER[c]	1225	0
G7011-MONOMER[c]	54	0
G7098-MONOMER[i]	8	0
G7105-MONOMER[i]	1	0
G7106-MONOMER[c]	3	0
G7123-MONOMER[c]	51	0
G7138-MONOMER[i]	33	0
G7146-MONOMER[i]	106	0
G7147-MONOMER[i]	1182	0
G7164-MONOMER[c]	40	0
G7166-MONOMER[c]	20	0
G7187-MONOMER[c]	196	0
G7230-MONOMER[c]	2	0
G7266-MONOMER[c]	590	0
G7399-MONOMER[i]	13	0
G7410-MONOMER[o]	175	0
G7415-MONOMER[c]	11	0
G7422-MONOMER[c]	169	0
G7449-MONOMER[c]	62	0
G7457-MONOMER[o]	74	0
G7502-MONOMER[c]	52	0
G7504-MONOMER[i]	17	0
G7517-MONOMER[c]	15	0
G7533-MONOMER[o]	142	0
G7558-MONOMER[c]	47	0
G7579-MONOMER[c]	6	0
G7641-MONOMER[c]	209	0
G7647-MONOMER[c]	24	0
G7716-MONOMER[p]	2618	0
G7726-MONOMER[c]	14	0
G7742-MONOMER[c]	90	0
G7836-MONOMER[c]	178	0
G7859-MONOMER[c]	21	0
G7860-MONOMER[c]	18	0
G7868-MONOMER[c]	58	0
G7910-MONOMER[c]	11	0
G7911-MONOMER[c]	16	0
G7921-MONOMER[o]	5	0
GABATRANSAM-CPLX[c]	33	0
GABP-MONOMER[i]	16	0
GALACTOACETYLTRAN-CPLX[c]	0	0
GALACTOKIN-MONOMER[c]	228	0
GALACTURIDYLYLTRANS-CPLX[c]	43	0
GALP-MONOMER[i]	147	0
GALPMUT-MONOMER[c]	584	0
GAPDH-A-CPLX[c]	14048	0
GART-MONOMER[c]	561	0
GARTRANSFORMYL2-MONOMER[c]	662	0
GCVP-CPLX[c]	95	0
GCVT-MONOMER[c]	354	0
GDHA-CPLX[c]	1206	0
GKI-MONOMER[c]	27	0
GLNS-MONOMER[c]	1242	0
GLTP-MONOMER[i]	66	0
GLU6PDEHYDROG-MONOMER[c]	1847	0
GLUC1PADENYLTRANS-CPLX[c]	103	0
GLUCOKIN-MONOMER[c]	326	0
GLUCONOKINI-MONOMER[c]	10	0
GLUCONOKINII-CPLX[c]	0	0
GLUCONREDUCT-MONOMER[c]	19	0
GLURS-MONOMER[c]	2325	0
GLUTAMATESYN-CPLX[c]	494	0
GLUTAMIDOTRANS-CPLX[c]	295	0
GLUTAMINESYN-OLIGOMER[c]	397	0
GLUTATHIONE-REDUCT-NADPH-CPLX[c]	228	0
GLUTATHIONE-SYN-CPLX[c]	143	0
GLUTCYSLIG-MONOMER[c]	322	0
GLUTDECARBOXA-CPLX[c]	6	0
GLUTDECARBOXB-CPLX[c]	10	0
GLUTKIN-CPLX[c]	0	0
GLUTRACE-MONOMER[c]	114	0
GLUTSEMIALDEHYDROG-CPLX[c]	23	0
GLY3KIN-MONOMER[c]	12	0
GLYC3PDEHYDROGBIOSYN-CPLX[c]	126	0
GLYCDEH-CPLX[c]	3	0
GLYCEROL-3-P-ACYLTRANSFER-MONOMER[c]	288	0
GLYCEROL-KIN-CPLX[c]	891	0
GLYCPDIESTER-CYTO-MONOMER[c]	177	0
GLYCPDIESTER-PERI-CPLX[p]	42	0
GLYCRIBONUCSYN-MONOMER[c]	758	0
GLYOCARBOLIG-CPLX[c]	2	0
GLYOHMETRANS-CPLX[c]	5496	0
GLYOXI-CPLX[c]	1472	0
GLYOXII-MONOMER[c]	330	0
GLYS-CPLX[c]	653	0
GMP-REDUCT-CPLX[c]	295	0
GMP-SYN-CPLX[c]	1261	0
GNTP-MONOMER[i]	12	0
GPT-CPLX[i]	318	0
GSAAMINOTRANS-CPLX[c]	380	0
GSP-CPLX[c]	203	0
GTP-CYCLOHYDRO-II-CPLX[c]	259	0
GUANYL-KIN-CPLX[c]	264	0
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER[c]	27	0
H2PTERIDINEPYROPHOSPHOKIN-MONOMER[c]	89	0
H2PTEROATESYNTH-CPLX[c]	59	0
HEMEOSYN-MONOMER[i]	191	0
HEMN-MONOMER[c]	154	0
HISS-CPLX[c]	344	0
HISTCYCLOPRATPPHOS[c]	1587	0
HISTDEHYD-CPLX[c]	216	0
HISTPHOSTRANS-CPLX[c]	233	0
HMP-P-KIN-CPLX[c]	96	0
HOLO-ACP-SYNTH-CPLX[c]	85	0
HOMOCYSMET-MONOMER[c]	17975	0
HOMOCYSMETB12-MONOMER[c]	364	0
HOMOSERKIN-CPLX[c]	632	0
HOMSUCTRAN-CPLX[c]	182	0
HYDROG3-CPLX[i]	0	0
HYDROPEROXIDI-CPLX[c]	152	0
HYDROPEROXIDII-CPLX[c]	40	0
IDONDEHYD-MONOMER[c]	9	0
ILES-MONOMER[c]	1578	0
IMIDHISTID-CPLX[c]	384	0
IMP-DEHYDROG-CPLX[c]	496	0
IPPISOM-MONOMER[c]	82	0
ISOCITHASE-CPLX[c]	13047	0
KDO-8PPHOSPHAT-CPLX[c]	68	0
KDO-8PSYNTH-CPLX[c]	485	0
KDOTRANS-MONOMER[c]	64	0
KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX[c]	360	0
KDUD-MONOMER[c]	30	0
KEFB-MONOMER[i]	10	0
KUP-MONOMER[i]	36	0
L-ASPARTATE-OXID-MONOMER[c]	266	0
