MolName	MolTotalCounts	MolRequestedCounts
EG12115-MONOMER[c]	82	0
EG12285-MONOMER[c]	6	0
EG12387-MONOMER[c]	24	0
EG12394-MONOMER[c]	1069	0
EG12438-MONOMER[c]	0	0
EG12693-MONOMER[c]	38	0
EG12712-MONOMER[c]	4614	0
ENTA-CPLX[c]	194	0
ENTC-MONOMER[c]	2480	0
ENTE-CPLX[i]	990	0
ERYTH4PDEHYDROG-CPLX[c]	33	0
F16B-CPLX[c]	206	0
FABB-CPLX[c]	850	0
FGAMSYN-MONOMER[c]	681	0
FORMATEDEHYDROGH-MONOMER[c]	0	0
FORMATEDEHYDROGN-CPLX[i]	0	0
FRUCBISALD-CLASSII[c]	4261	0
FRUCBISALD-CLASSI[c]	35	0
FUMARASE-A[c]	188	0
FUMARASE-C[c]	39	0
FUMARATE-REDUCTASE[i]	24	0
G6096-MONOMER[c]	94	0
G6208-MONOMER[c]	95	0
G6244-MONOMER[c]	24	0
G6246-MONOMER[c]	21	0
G6442-MONOMER[c]	183	0
G6475-MONOMER[c]	631	0
G6539-MONOMER[c]	641	0
G6580-MONOMER[c]	85	0
G6646-MONOMER[c]	54	0
G6661-MONOMER[c]	49	0
G6708-MONOMER[c]	5	0
G6958-MONOMER[c]	16	0
G6967-MONOMER[c]	52	0
G6986-MONOMER[c]	28	0
G7005-MONOMER[c]	1225	0
G7164-MONOMER[c]	40	0
G7230-MONOMER[c]	2	0
G7422-MONOMER[c]	169	0
G7517-MONOMER[c]	15	0
G7558-MONOMER[c]	47	0
G7742-MONOMER[c]	90	0
G7859-MONOMER[c]	21	0
G7868-MONOMER[c]	58	0
GALACTURIDYLYLTRANS-CPLX[c]	43	0
GALPMUT-MONOMER[c]	584	0
GARTRANSFORMYL2-MONOMER[c]	662	0
GDHA-CPLX[c]	1206	0
GKI-MONOMER[c]	27	0
GLNS-MONOMER[c]	1242	0
GLUC1PADENYLTRANS-CPLX[c]	103	0
GLUCOKIN-MONOMER[c]	326	0
GLURS-MONOMER[c]	2325	0
GLUTAMINESYN-OLIGOMER[c]	397	0
GLUTATHIONE-REDUCT-NADPH-CPLX[c]	228	0
GLUTDECARBOXB-CPLX[c]	10	0
GLUTRACE-MONOMER[c]	114	0
GLYCEROL-KIN-CPLX[c]	891	0
GLYCPDIESTER-CYTO-MONOMER[c]	177	0
GLYOHMETRANS-CPLX[c]	5496	0
GLYOXI-CPLX[c]	1472	0
GMP-REDUCT-CPLX[c]	295	0
GPT-CPLX[i]	318	0
GSP-CPLX[c]	203	0
GTP-CYCLOHYDRO-II-CPLX[c]	259	0
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER[c]	27	0
HISS-CPLX[c]	344	0
HMP-P-KIN-CPLX[c]	96	0
HOLO-ACP-SYNTH-CPLX[c]	85	0
HOMOSERKIN-CPLX[c]	632	0
HOMSUCTRAN-CPLX[c]	182	0
HYDROPEROXIDI-CPLX[c]	152	0
ILES-MONOMER[c]	1578	0
IMIDHISTID-CPLX[c]	384	0
IMP-DEHYDROG-CPLX[c]	496	0
ISOCITHASE-CPLX[c]	13047	0
KDO-8PSYNTH-CPLX[c]	485	0
KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX[c]	360	0
KDUD-MONOMER[c]	30	0
L-ASPARTATE-OXID-MONOMER[c]	266	0
L-GLN-FRUCT-6-P-AMINOTRANS-CPLX[c]	505	0
LEUS-MONOMER[c]	1246	0
LTAA-CPLX[c]	97	0
LYSDECARBOX-CPLX[c]	0	0
LYSS-CPLX[c]	1092	0
LYXK-CPLX[c]	1	0
MALATE-DEHASE[c]	4550	0
MALIC-NAD-CPLX[c]	182	0
MALIC-NADP-CPLX[c]	65	0
MALONYL-COA-ACP-TRANSACYL-MONOMER[c]	1524	0
MANNPDEHYDROG-MONOMER[c]	169	0
MENF-CPLX[c]	26	0
METG-CPLX[c]	696	0
METHGLYSYN-CPLX[c]	272	0
MHPELY-MONOMER[c]	5	0
MHPF-MONOMER[c]	14	0
MMUM-MONOMER[c]	69	0
MONOMER0-148[c]	206	0
MONOMER0-149[c]	176	0
NACGLCTRANS-MONOMER[c]	69	0
NADH-DHI-CPLX[i]	54	0
NAG1P-URIDYLTRANS-CPLX[c]	131	0
NANK-MONOMER[c]	27	0
O-SUCCHOMOSERLYASE-CPLX[c]	12	0
OROTPDECARB-CPLX[c]	213	0
PABASYN-CPLX[c]	31	0
PABSYNMULTI-CPLX[c]	6	0
PANTOATE-BETA-ALANINE-LIG-CPLX[c]	584	0
PANTOTHENATE-KIN-CPLX[c]	140	0
PDXH-CPLX[c]	233	0
PDXK-CPLX[c]	156	0
PEPCARBOX-CPLX[c]	836	0
PGLYCDEHYDROG-CPLX[c]	1980	0
PGPPHOSPHAB-MONOMER[i]	30	0
PHENDEHYD-CPLX[c]	22	0
PHES-CPLX[c]	693	0
PHOSACETYLTRANS-CPLX[c]	131	0
PHOSGLUCOSAMINEMUT-MONOMER[c]	962	0
PPPGPPHYDRO-CPLX[c]	37	0
PRAI-IGPS[c]	536	0
PRIBFAICARPISOM-MONOMER[c]	206	0
PROS-CPLX[c]	705	0
PSERPHOSPHA-MONOMER[c]	97	0
PSERTRANSAM-CPLX[c]	3196	0
PURK-CPLX[c]	262	0
PUTA-CPLXBND[c]	0	0
PUTA-CPLX[c]	19	0
PYRUVOXID-CPLX[i]	72	0
RHAMNULPALDOL-CPLX[c]	1	0
RIB5PISOMA-CPLX[c]	610	0
RIBULOKIN-CPLX[c]	2	0
RIBULPEPIM-CPLX[c]	1	0
S-ADENMETSYN-CPLX[c]	901	0
SERS-CPLX[c]	1254	0
SPERMIDINESYN-CPLX[c]	684	0
SUCCCOASYN[c]	1529	0
SUCCORNTRANSAM-CPLX[c]	8	0
SULFITE-REDUCT-CPLX[c]	99	0
THIOREDOXIN-REDUCT-NADPH-CPLX[c]	797	0
THREODEHYD-CPLX[c]	40	0
THRESYN-MONOMER[c]	2779	0
THRS-CPLX[c]	1380	0
TPI[c]	3229	0
TREHALOSE6PSYN-MONOMER[c]	240	0
TREHALOSEPHOSPHASYN-MONOMER[c]	165	0
TRPS-CPLX[c]	632	0
TRYPTOPHAN-CPLX[c]	9	0
TSA-REDUCT-MONOMER[c]	23	0
TYRB-DIMER[c]	648	0
TYRS-CPLX[c]	703	0
UDPACYLGLCNACDEACETYL-MONOMER[c]	1000	0
UDPGLUCEPIM-CPLX[c]	177	0
UDPNACETYLGLUCOSAMACYLTRANS-CPLX[c]	82	0
UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER[c]	809	0
UDPNACETYLMURAMATEDEHYDROG-MONOMER[c]	143	0
UPPSYN-CPLX[c]	63	0
UROGENIIISYN-MONOMER[c]	26	0
URPHOS-CPLX[c]	168	0
UXAC-MONOMER[c]	159	0
VALS-MONOMER[c]	1434	0
